id,sex,s_maths,s_read,e_behav1,e_behav2,e_behav3,e_maths,e_read,FSM,IDACI,start_vocab_total,School,Class,Age_at_start,Age_at_end,Classification,count,countFSM,percentageFSM,GrowthRate
66234,0,22,20,1,1,1,37,73,0,21634,10,1797,54,4.32,4.99,1,10,0,0.1,1.00006080599589
66528,1,22,48,3,0,0,37,109,0,2157,19,1805,168,4.6,5.35,1,47,9,0.38,1.00006080599589
66889,1,22,21,0,0,0,37,84,0,22787,16,1820,750,4.5,5.25,1,22,0,0.22,1.00006080599589
67028,1,22,22,5,1,1,37,58,0,8176,17,1823,131,4.31,5.06,1,36,4,0.32,1.00006080599589
68382,1,22,51,3,5,1,37,100,0,15601,18,1869,516,4.43,5.17,1,21,0,0.21,1.00006080599589
68933,1,22,24,1,0,0,37,65,0,24209,14,1896,156,4.38,5.12,1,38,4,0.34,1.00006080599589
69197,0,22,22,1,0,0,37,70,1,16459,17,1910,1401,4.99,5.74,1,33,2,0.31,1.00006080599589
69545,1,22,24,5,1,3,37,63,0,24426,15,1927,871,4.3,5.05,1,18,0,0.18,1.00006080599589
69952,1,22,23,0,0,0,37,85,0,24024,13,1942,782,4.01,4.76,1,54,4,0.5,1.00006080599589
69965,1,22,23,0,0,0,37,93,0,12694,13,1942,782,4.54,5.29,1,54,4,0.5,1.00006080599589
70937,1,22,27,0,0,0,37,92,0,31221,18,1972,969,4.07,4.9,1,31,4,0.27,1.00006080599589
72400,0,22,19,0,0,0,37,47,0,3680,15,2011,1254,4.57,5.31,1,110,16,0.94,1.00006080599589
72515,0,22,27,1,0,1,37,58,0,6013,19,2015,1049,5.06,5.73,1,21,9,0.12,1.00006080599589
176,1,19,26,3,0,0,32,91,0,249,11,5,1049,4.91,5.65,1,15,0,0.15,1.00006097225916
1555,1,19,21,0,0,0,32,69,0,13652,13,43,1017,4.61,5.36,1,61,12,0.49,1.00006097225916
4314,1,19,51,1,0,0,32,82,0,28263,18,92,1100,4.09,4.92,1,39,0,0.39,1.00006097225916
5613,1,19,24,1,1,0,32,70,0,5327,17,118,1049,4.68,5.42,1,25,8,0.17,1.00006097225916
6898,1,19,20,1,0,1,32,87,0,5897,10,144,1226,4.76,5.43,1,54,7,0.47,1.00006097225916
11007,0,19,23,0,0,0,32,39,1,62,12,233,1287,4.86,5.61,1,25,9,0.16,1.00006097225916
11973,1,19,18,0,0,1,32,60,0,1761,12,255,1300,4.85,5.52,1,24,14,0.1,1.00006097225916
13099,1,19,28,3,2,0,32,66,1,1157,14,285,1049,4.62,5.37,1,18,10,0.08,1.00006097225916
15028,0,19,22,0,1,0,32,82,0,31052,16,339,4,4.45,5.2,1,39,2,0.37,1.00006097225916
15132,0,19,33,6,2,0,32,97,0,20152,18,341,1305,4.77,5.52,1,54,4,0.5,1.00006097225916
15322,1,19,23,0,0,0,32,53,1,7270,16,346,5,4.94,5.77,1,38,5,0.33,1.00006097225916
17041,0,19,19,0,0,0,32,38,1,6119,12,395,1049,4.95,5.36,1,23,6,0.17,1.00006097225916
17117,1,19,22,0,0,0,32,53,1,12064,16,397,1049,4.73,5.48,1,31,8,0.23,1.00006097225916
21377,1,19,22,0,0,0,32,81,1,6041,15,515,1032,4.65,5.31,1,34,16,0.18,1.00006097225916
21501,1,19,26,3,0,0,32,83,0,3064,18,517,995,4.47,5.13,1,24,4,0.2,1.00006097225916
22298,1,19,18,3,1,1,32,54,1,2609,13,533,1191,4.51,4.93,1,15,4,0.11,1.00006097225916
22798,1,19,30,4,2,2,32,74,0,19466,19,546,1049,4.24,4.99,1,19,1,0.18,1.00006097225916
23057,1,19,22,0,0,0,32,42,0,29320,14,554,1254,4.78,5.53,1,39,0,0.39,1.00006097225916
23246,1,19,18,0,0,0,32,48,0,5384,8,558,256,4.18,4.93,1,35,11,0.24,1.00006097225916
25508,1,38,64,0,0,0,64,170,0,25406,21,614,1049,4.9,5.65,2,24,2,0.22,1.00006097225916
28495,1,19,33,0,0,0,32,74,1,1087,19,691,1049,4.32,5.07,1,13,4,0.09,1.00006097225916
32801,1,19,21,2,0,0,32,65,0,27404,13,823,871,4.64,5.38,1,45,4,0.41,1.00006097225916
33160,0,19,19,0,0,0,32,59,0,8761,12,832,1410,4.41,4.82,1,57,10,0.47,1.00006097225916
33211,0,19,22,0,0,0,32,66,0,26373,13,833,1049,4.58,5,1,18,0,0.18,1.00006097225916
34345,1,19,25,0,0,0,32,54,0,2982,15,859,1049,4.81,4.9,1,29,7,0.22,1.00006097225916
35392,0,19,19,0,0,0,32,55,0,24303,14,886,1049,4.59,5.34,1,19,1,0.18,1.00006097225916
35668,0,19,22,7,3,2,32,49,0,12982,14,894,673,4.74,4.99,1,53,5,0.48,1.00006097225916
36633,1,19,21,7,3,2,32,48,1,4356,14,919,1049,4.81,5.56,1,14,3,0.11,1.00006097225916
38942,1,19,27,0,0,0,32,153,0,29711,15,989,1049,4.37,5.12,1,21,0,0.21,1.00006097225916
45307,1,19,40,0,1,0,32,78,0,16595,14,1166,874,4.28,5.03,1,28,1,0.27,1.00006097225916
46657,0,19,23,5,1,2,32,46,0,9847,16,1205,1191,4.97,5.72,1,26,7,0.19,1.00006097225916
46733,1,19,37,0,0,0,32,75,0,25233,18,1207,433,4.54,4.95,1,34,1,0.33,1.00006097225916
47329,1,19,31,0,0,0,32,41,0,3647,17,1226,935,4.18,4.93,1,51,2,0.49,1.00006097225916
49413,0,19,23,0,0,0,32,99,0,2372,11,1268,1178,4.09,4.76,1,28,7,0.21,1.00006097225916
51085,0,19,26,0,0,0,32,96,0,11481,16,1313,102,4.77,5.52,1,6,0,0.06,1.00006097225916
54205,1,19,24,2,2,0,32,84,0,22608,15,1389,1287,4.5,5.16,1,33,3,0.3,1.00006097225916
56359,0,38,66,0,0,0,64,172,0,4158,16,1464,151,4.43,5.26,2,27,5,0.22,1.00006097225916
60507,0,19,37,2,0,0,32,61,0,13540,9,1596,823,4.94,5.68,1,47,9,0.38,1.00006097225916
62314,1,19,22,0,0,0,32,142,0,9091,13,1656,715,4.67,5.41,1,43,12,0.31,1.00006097225916
63813,0,19,21,0,0,0,32,89,0,19966,15,1716,39,4.31,5.06,1,31,2,0.29,1.00006097225916
67312,1,19,28,6,3,1,32,59,0,5059,12,1835,852,4.09,4.92,1,32,3,0.29,1.00006097225916
68203,0,19,25,0,0,0,32,79,0,16227,15,1863,871,4.15,4.81,1,6,1,0.05,1.00006097225916
68369,1,19,35,6,5,1,32,90,0,22793,13,1869,516,4.25,5,1,21,0,0.21,1.00006097225916
68552,0,19,23,0,1,0,32,73,0,22139,16,1878,135,4.41,5.24,1,8,1,0.07,1.00006097225916
69636,1,19,21,2,0,2,32,78,0,11839,12,1929,1169,4.36,5.11,1,36,0,0.36,1.00006097225916
70719,0,19,18,0,0,0,32,51,0,21529,10,1968,513,4.36,5.11,1,72,0,0.72,1.00006097225916
70919,0,19,15,1,0,0,32,64,0,31535,11,1971,1303,4.19,4.94,1,22,1,0.21,1.00006097225916
72907,0,19,25,0,1,0,32,37,0,3462,16,2025,1212,4.18,4.92,1,29,0,0.29,1.00006097225916
8749,0,35,65,6,5,2,59,161,0,9316,16,185,1182,4.35,5.08,2,28,1,0.27,1.00006107664667
19822,1,35,53,0,0,0,59,119,0,7731,20,475,135,4.69,5.39,2,18,1,0.17,1.00006107664667
33404,0,35,33,0,0,0,59,98,0,29270,16,839,535,4.93,5.61,2,16,2,0.14,1.00006107664667
36345,1,35,39,0,0,0,59,135,0,29455,20,910,804,5.03,5.8,2,47,2,0.45,1.00006107664667
46422,0,35,34,1,2,3,59,159,0,6591,18,1197,1049,4.37,5.15,2,15,1,0.14,1.00006107664667
47252,0,35,62,0,0,0,59,171,0,29302,18,1224,756,4.93,5.68,2,46,10,0.36,1.00006107664667
47947,0,35,41,0,0,0,59,155,1,29100,18,1236,706,4.9,5.63,2,16,1,0.15,1.00006107664667
56466,0,35,30,0,1,0,59,97,1,8720,15,1467,1085,4.86,5.64,2,17,2,0.15,1.00006107664667
4807,0,16,16,0,0,0,27,80,1,6649,4,102,1150,4.23,4.98,1,46,12,0.34,1.00006120048598
8338,0,32,44,0,0,0,54,106,0,26724,18,177,1212,4.42,5.2,2,50,3,0.47,1.00006120048598
8558,0,32,29,0,0,0,54,102,0,7055,17,182,967,4.82,5.57,2,13,3,0.1,1.00006120048598
10005,0,16,13,8,4,1,27,68,1,5522,10,212,996,4.38,5.13,1,14,6,0.08,1.00006120048598
11989,1,16,16,1,0,0,27,56,1,97,12,256,1021,4.3,5.05,1,17,11,0.06,1.00006120048598
14532,1,32,24,0,0,0,54,102,0,12440,16,324,1049,4.86,5.59,2,15,1,0.14,1.00006120048598
14571,0,16,28,4,2,1,27,82,1,4940,19,325,1026,4.5,5.16,1,45,16,0.29,1.00006120048598
15064,0,16,19,3,2,1,27,83,0,11682,13,339,42,4.73,5.47,1,39,2,0.37,1.00006120048598
16503,0,16,21,0,0,0,27,71,0,5430,11,382,1049,4.99,5.4,1,23,5,0.18,1.00006120048598
16632,0,16,23,0,0,0,27,90,1,3001,18,385,1277,4.96,5.62,1,51,17,0.34,1.00006120048598
22064,0,16,17,1,0,0,27,30,1,3479,13,528,1145,4.35,4.76,1,22,10,0.12,1.00006120048598
23506,0,16,31,0,0,0,27,60,0,9448,19,566,1401,4.6,5.26,1,44,13,0.31,1.00006120048598
24686,0,16,13,4,2,1,27,55,0,2057,6,591,1076,4.64,5.39,1,29,10,0.19,1.00006120048598
24842,1,16,15,8,2,1,27,76,0,26602,12,594,1247,4.51,5.26,1,25,8,0.17,1.00006120048598
27526,0,16,24,0,0,0,27,47,0,4504,20,667,984,4.01,4.75,1,54,0,0.54,1.00006120048598
34491,0,16,22,7,0,0,27,50,0,4881,15,863,984,4.67,4.84,1,32,7,0.25,1.00006120048598
34579,0,32,38,0,0,0,54,111,0,4881,19,865,1257,4.94,5.69,2,19,4,0.15,1.00006120048598
38859,0,16,29,4,3,0,27,47,0,16109,16,987,321,4.59,4.84,1,31,0,0.31,1.00006120048598
41510,0,32,55,0,0,0,54,137,0,31343,16,1055,845,4.62,5.31,2,14,0,0.14,1.00006120048598
43495,0,32,63,3,0,0,54,153,0,2428,18,1098,1049,4.67,5.41,2,23,0,0.23,1.00006120048598
44610,1,16,22,3,3,3,27,57,0,31617,16,1139,871,5.06,5.47,1,8,0,0.08,1.00006120048598
44769,1,16,18,0,0,0,27,53,0,29483,14,1146,1049,4.33,5.08,1,36,2,0.34,1.00006120048598
46662,1,16,23,4,3,3,27,52,0,12739,9,1205,1191,4.42,5.17,1,26,7,0.19,1.00006120048598
46819,0,16,21,3,3,1,27,49,1,3353,16,1209,1316,4.83,5.49,1,32,7,0.25,1.00006120048598
49599,0,16,20,2,0,0,27,54,0,29550,16,1272,366,4.26,5.26,1,27,2,0.25,1.00006120048598
49757,1,16,18,0,1,0,27,90,1,24687,13,1277,528,4.02,4.77,1,37,3,0.34,1.00006120048598
50176,0,16,27,0,0,0,27,36,0,3814,16,1288,300,4.45,4.88,1,21,3,0.18,1.00006120048598
51869,0,16,15,3,1,0,27,39,0,12649,12,1325,1212,4.09,4.84,1,45,2,0.43,1.00006120048598
53032,1,16,23,9,0,0,27,60,0,26566,9,1359,1207,4.28,4.94,1,40,4,0.36,1.00006120048598
54760,0,32,39,0,0,0,54,129,0,27070,21,1404,1049,5.03,5.8,2,6,0,0.06,1.00006120048598
55033,0,32,33,0,0,0,54,171,0,8670,19,1412,1193,4.75,5.49,2,24,2,0.22,1.00006120048598
59426,0,32,31,0,0,0,54,117,0,15594,14,1569,1001,4.31,5.15,2,21,1,0.2,1.00006120048598
60361,1,32,66,0,0,0,54,154,0,16843,19,1594,575,4.89,5.64,2,43,5,0.38,1.00006120048598
64360,0,16,39,0,0,0,27,74,0,25700,19,1733,463,4.2,4.87,1,37,1,0.36,1.00006120048598
64361,0,16,29,2,1,0,27,69,0,27225,18,1733,463,4.26,4.92,1,37,1,0.36,1.00006120048598
65746,1,16,29,8,5,3,27,62,0,24778,0,1779,583,4.76,5.42,1,23,0,0.23,1.00006120048598
70775,0,32,48,0,0,0,54,153,0,25355,11,1968,1049,4.17,4.92,2,72,0,0.72,1.00006120048598
71439,1,16,21,6,3,0,27,39,0,14362,16,1988,629,4.96,5.71,1,22,0,0.22,1.00006120048598
72595,1,16,42,0,0,0,27,68,0,15597,16,2016,1254,4.05,4.79,1,61,3,0.58,1.00006120048598
1966,1,29,42,0,0,3,49,136,0,21526,20,49,1387,4.64,5.39,2,57,3,0.54,1.00006134977283
2095,1,29,44,4,3,3,49,117,0,31053,16,51,585,4.49,5.18,2,36,0,0.36,1.00006134977283
3834,0,29,25,0,0,0,49,74,1,4527,18,80,1049,4.92,5.57,2,6,2,0.04,1.00006134977283
5076,1,29,30,0,0,0,49,137,0,15149,17,108,1254,4.69,5.43,2,50,4,0.46,1.00006134977283
5127,1,29,59,0,0,0,49,104,0,2085,18,109,1049,4.97,5.71,2,23,4,0.19,1.00006134977283
7673,1,29,34,0,0,0,49,118,0,6629,15,163,1049,4.77,5.52,2,24,4,0.2,1.00006134977283
8535,1,29,36,0,0,0,49,115,0,3351,16,181,841,4.72,5.44,2,12,0,0.12,1.00006134977283
10451,1,29,68,0,0,0,49,131,0,10278,22,220,1226,4.97,5.72,2,72,3,0.69,1.00006134977283
10934,0,29,38,4,6,3,49,103,0,27347,15,231,1049,4.41,5.13,2,8,4,0.04,1.00006134977283
11773,1,29,36,0,0,0,49,122,0,31180,15,250,41,5.01,5.68,2,30,0,0.3,1.00006134977283
12282,1,29,22,4,1,0,49,90,1,2795,15,265,1054,4.84,5.59,2,22,3,0.19,1.00006134977283
13052,0,29,59,3,3,1,49,139,0,14170,18,284,649,4.87,5.7,2,24,10,0.14,1.00006134977283
13878,1,29,30,0,0,0,49,137,0,22456,16,304,1049,4.19,4.96,2,13,2,0.11,1.00006134977283
13928,0,29,54,1,1,1,49,139,0,15166,18,306,1092,4.12,4.88,2,25,0,0.25,1.00006134977283
18074,1,29,65,0,0,0,49,141,0,8642,17,427,1049,4.98,5.73,2,22,5,0.17,1.00006134977283
18923,0,29,55,0,0,0,49,141,0,6088,18,453,1056,4.73,5.47,2,28,8,0.2,1.00006134977283
19189,1,29,61,0,0,0,49,154,0,27786,18,459,980,4.33,5.08,2,31,6,0.25,1.00006134977283
19202,0,29,45,0,0,0,49,154,0,9061,15,459,980,4.21,4.96,2,31,6,0.25,1.00006134977283
20139,0,29,39,0,0,0,49,106,0,28801,20,483,1427,4.88,5.63,2,56,5,0.51,1.00006134977283
23226,0,29,37,2,1,0,49,81,0,8377,15,558,81,4.91,5.66,2,35,11,0.24,1.00006134977283
23650,1,29,35,2,1,0,49,126,0,26461,17,568,986,4.96,5.71,2,64,2,0.62,1.00006134977283
25236,1,29,41,0,0,0,49,138,0,26482,21,605,1023,4.64,5.39,2,24,3,0.21,1.00006134977283
26493,1,29,56,2,0,0,49,146,0,15044,19,641,1281,4.82,5.56,2,42,2,0.4,1.00006134977283
27452,1,29,50,0,0,0,49,164,0,27023,17,667,973,4.02,4.77,2,54,0,0.54,1.00006134977283
28587,1,29,40,0,0,0,49,168,0,1195,17,694,1049,4.58,5.33,2,27,3,0.24,1.00006134977283
28837,1,29,39,0,0,0,49,127,0,31459,20,701,1336,5.05,5.75,2,34,0,0.34,1.00006134977283
29271,1,29,44,0,0,0,49,133,0,11630,17,711,1049,4.68,5.42,2,16,2,0.14,1.00006134977283
33995,1,29,54,0,1,0,49,147,0,15301,20,852,1049,4.99,5.4,2,19,4,0.15,1.00006134977283
34930,1,29,39,0,0,0,49,125,0,13755,16,875,335,4.87,5.28,2,16,2,0.14,1.00006134977283
36569,0,29,52,0,0,0,49,127,0,19869,18,917,1231,4.99,5.65,2,25,2,0.23,1.00006134977283
36879,0,29,32,0,1,0,49,118,0,18838,19,929,500,4.92,5.42,2,77,8,0.69,1.00006134977283
38799,1,29,34,8,0,0,49,100,0,19832,14,986,958,4.71,5.49,2,35,1,0.34,1.00006134977283
38946,1,29,63,0,0,0,49,165,0,29711,16,989,1049,4.5,5.24,2,21,0,0.21,1.00006134977283
40050,1,29,48,0,0,0,49,96,0,14426,18,1021,1079,4.8,5.55,2,25,9,0.16,1.00006134977283
40134,0,29,29,3,0,0,49,98,0,24161,16,1022,1268,4.32,5.09,2,15,1,0.14,1.00006134977283
42755,1,29,32,0,0,0,49,94,0,31862,17,1083,1017,4.64,5.1,2,19,0,0.19,1.00006134977283
42815,0,29,26,1,0,0,49,101,0,20067,16,1085,1216,5,5.77,2,40,4,0.36,1.00006134977283
43758,1,29,43,0,0,0,49,121,0,21458,21,1106,871,4.81,5.56,2,13,2,0.11,1.00006134977283
45564,1,29,52,0,0,0,49,128,0,7205,19,1175,1049,4.72,5.47,2,19,3,0.16,1.00006134977283
45850,1,29,34,0,0,0,49,109,1,4351,17,1182,1254,4.88,5.64,2,36,7,0.29,1.00006134977283
46511,0,29,56,1,2,1,49,116,0,31015,20,1200,1049,4.55,5.3,2,9,0,0.09,1.00006134977283
47033,0,29,45,0,0,0,49,132,0,27223,17,1221,375,4.99,5.74,2,44,1,0.43,1.00006134977283
47494,1,29,51,0,0,0,49,152,0,28641,18,1228,311,4.99,5.73,2,44,1,0.43,1.00006134977283
48017,0,29,44,0,0,0,49,134,0,30352,12,1238,549,4.59,5.34,2,40,4,0.36,1.00006134977283
48183,1,29,53,0,1,0,49,112,0,17469,17,1242,28,4.55,5.3,2,37,0,0.37,1.00006134977283
48265,0,29,36,2,0,0,49,107,0,30679,22,1243,1351,4.99,5.73,2,41,1,0.4,1.00006134977283
48700,0,29,38,0,0,0,49,91,0,23612,19,1253,151,4.18,4.93,2,63,3,0.6,1.00006134977283
49530,0,29,60,0,0,1,49,109,0,8364,20,1270,1040,4.88,5.55,2,25,1,0.24,1.00006134977283
49941,0,29,58,2,1,3,49,164,0,25798,22,1282,1049,4.45,5.2,2,17,1,0.16,1.00006134977283
50338,0,29,30,0,0,0,49,91,0,4597,20,1293,107,4.98,5.73,2,37,16,0.21,1.00006134977283
50990,1,29,27,0,0,0,49,64,0,21916,16,1308,631,4.62,5.36,2,23,1,0.22,1.00006134977283
53628,1,29,45,0,0,0,49,141,0,27677,19,1375,759,4.89,5.69,2,3,0,0.03,1.00006134977283
54820,0,29,23,2,6,3,49,90,0,8626,17,1406,1053,4.03,4.82,2,8,0,0.08,1.00006134977283
54993,0,29,25,2,0,0,49,87,1,20688,14,1412,877,4.51,5.3,2,24,2,0.22,1.00006134977283
55535,0,29,24,3,4,3,49,92,0,10631,16,1430,1057,4.86,5.59,2,11,0,0.11,1.00006134977283
55980,1,29,40,0,0,0,49,127,0,19789,17,1446,1049,4.04,4.79,2,23,3,0.2,1.00006134977283
56885,0,29,30,0,0,0,49,91,0,8138,20,1488,1057,4.92,5.69,2,5,0,0.05,1.00006134977283
57511,1,29,27,0,0,0,49,109,0,11465,19,1513,717,4.44,5.17,2,10,0,0.1,1.00006134977283
57547,0,29,21,1,0,1,49,86,0,9737,14,1514,1049,4.11,4.94,2,4,0,0.04,1.00006134977283
58885,0,29,34,1,0,0,49,90,0,4353,16,1562,1247,5,5.74,2,26,3,0.23,1.00006134977283
59538,0,29,25,0,0,0,49,115,0,17533,15,1571,1013,4.03,4.8,2,22,4,0.18,1.00006134977283
61771,0,29,34,0,0,0,49,112,0,25700,17,1642,1026,4.6,5.34,2,46,6,0.4,1.00006134977283
62102,1,29,34,0,0,0,49,112,0,23985,14,1650,742,4.39,5.14,2,34,2,0.32,1.00006134977283
62251,0,29,47,4,2,2,49,151,0,26480,17,1653,996,4.24,4.99,2,22,1,0.21,1.00006134977283
62924,0,29,42,0,0,1,49,131,0,25349,19,1679,135,5,5.66,2,5,0,0.05,1.00006134977283
62960,0,29,51,0,0,0,49,155,0,10736,19,1681,1392,4.59,5.34,2,13,1,0.12,1.00006134977283
64446,1,29,53,0,1,1,49,87,0,31209,22,1735,18,4.89,5.63,2,36,0,0.36,1.00006134977283
64847,1,29,60,0,1,1,49,134,0,22977,19,1747,1049,4.61,5.36,2,8,0,0.08,1.00006134977283
69387,1,29,50,2,0,0,49,128,0,27010,20,1920,1049,4.34,5.17,2,45,0,0.45,1.00006134977283
70059,1,29,65,0,0,0,49,158,0,6690,17,1947,707,4.94,5.69,2,15,3,0.12,1.00006134977283
71099,1,29,56,0,0,0,49,113,0,5848,21,1979,530,4.75,5.5,2,20,5,0.15,1.00006134977283
2025,1,26,35,0,0,0,44,126,0,19419,18,50,975,4.61,5.36,2,31,5,0.26,1.00006153324934
2617,1,26,28,0,0,0,44,94,0,14411,17,58,65,4.3,4.98,2,47,1,0.46,1.00006153324934
3434,1,26,39,0,0,0,44,94,0,7964,16,74,312,4.05,4.82,2,16,2,0.14,1.00006153324934
4622,0,26,54,1,0,0,44,114,0,8036,16,98,465,4.78,5.44,2,54,5,0.49,1.00006153324934
4898,1,26,25,0,0,0,44,97,1,6566,16,104,1049,4.94,5.61,2,18,7,0.11,1.00006153324934
5481,0,26,26,5,2,0,44,105,0,9873,17,116,898,4.79,5.53,2,67,14,0.53,1.00006153324934
5491,0,26,23,3,2,0,44,88,0,8319,7,116,898,4.68,5.42,2,67,14,0.53,1.00006153324934
5742,0,13,21,6,6,3,22,29,0,22064,15,121,302,4.73,5.48,1,73,2,0.71,1.00006153324934
7626,0,26,35,0,0,0,44,92,0,18908,19,162,1084,4.57,5.31,2,32,1,0.31,1.00006153324934
9419,0,26,38,0,0,0,44,95,0,22314,17,198,1376,4.96,5.71,2,51,1,0.5,1.00006153324934
9949,1,26,22,1,0,0,44,95,1,91,15,211,165,4.33,5.08,2,31,13,0.18,1.00006153324934
10513,1,26,52,2,0,0,44,129,0,11134,22,221,4,4.57,5.31,2,72,7,0.65,1.00006153324934
10785,1,26,23,0,0,1,44,111,1,2616,13,228,1049,4.23,4.98,2,25,9,0.16,1.00006153324934
10822,0,26,21,2,1,1,44,89,0,2537,13,229,570,4.78,5.53,2,64,17,0.47,1.00006153324934
11202,1,26,33,0,0,0,44,119,0,11015,15,239,1212,4.66,5.41,2,37,5,0.32,1.00006153324934
11586,0,26,28,0,0,0,44,131,0,14022,16,246,871,4.29,5.12,2,10,2,0.08,1.00006153324934
11689,0,26,22,0,0,0,44,66,0,27285,15,249,1001,4.99,5.73,2,40,4,0.36,1.00006153324934
12329,1,26,30,1,0,0,44,70,0,22855,19,265,1056,4.19,4.96,2,22,3,0.19,1.00006153324934
13072,0,26,33,5,1,0,44,90,1,690,17,284,1049,4.9,5.31,2,24,10,0.14,1.00006153324934
13089,1,26,59,0,0,0,44,93,0,1157,17,285,1049,4.53,5.28,2,18,10,0.08,1.00006153324934
13653,1,26,27,1,0,0,44,83,1,29520,14,300,38,4.67,5.5,2,36,5,0.31,1.00006153324934
14212,1,26,46,1,0,0,44,156,0,14660,18,313,1049,4.17,4.92,2,25,10,0.15,1.00006153324934
14940,0,13,23,3,0,0,22,56,0,25480,12,335,1049,4.59,5.42,1,24,1,0.23,1.00006153324934
15660,1,26,27,0,0,0,44,127,0,5895,19,356,1049,4.29,5.12,2,41,1,0.4,1.00006153324934
15791,1,26,46,4,4,3,44,91,0,18802,15,360,1049,4.18,5.02,2,25,6,0.19,1.00006153324934
16005,0,26,46,0,0,0,44,74,0,7560,19,366,1049,4.88,5.63,2,3,0,0.03,1.00006153324934
16654,0,26,40,8,0,0,44,99,0,16573,18,386,1049,5,5.49,2,23,2,0.21,1.00006153324934
16901,1,26,32,0,0,0,44,96,0,23744,18,391,42,4.83,5.57,2,27,0,0.27,1.00006153324934
17004,1,26,30,0,0,0,44,106,0,10770,16,394,127,4.78,5.53,2,12,0,0.12,1.00006153324934
17315,0,13,19,1,0,0,22,38,1,9044,10,405,871,4.96,5.37,1,41,13,0.28,1.00006153324934
17911,0,26,24,0,1,0,44,90,0,11617,14,422,1376,4.99,5.74,2,38,2,0.36,1.00006153324934
17968,1,26,51,0,0,0,44,101,0,19949,18,424,12,4.92,5.33,2,28,2,0.26,1.00006153324934
20226,0,26,30,4,1,0,44,122,0,9074,16,485,4,4.73,5.77,2,7,1,0.06,1.00006153324934
20775,1,13,25,3,0,0,22,28,0,14320,12,502,538,4.58,4.91,1,55,8,0.47,1.00006153324934
20984,0,26,27,5,5,0,44,105,0,18727,19,508,1226,4.7,5.45,2,31,7,0.24,1.00006153324934
21424,1,26,48,0,0,0,44,105,0,4231,15,516,1212,4.63,5.37,2,50,14,0.36,1.00006153324934
23223,0,39,63,0,0,0,66,144,0,16746,19,558,81,4.34,5.09,2,35,11,0.24,1.00006153324934
25313,0,26,39,2,2,1,44,98,0,17530,18,606,871,4.46,5.29,2,35,2,0.33,1.00006153324934
25939,1,26,27,1,0,0,44,92,0,22315,14,625,1049,4.39,5.14,2,24,0,0.24,1.00006153324934
26479,1,26,36,1,0,0,44,98,0,14488,17,641,1281,4.87,5.62,2,42,2,0.4,1.00006153324934
26508,0,26,59,1,0,0,44,170,0,19258,16,642,1001,4.62,5.37,2,24,1,0.23,1.00006153324934
26604,1,26,36,0,2,2,44,102,0,17509,13,644,122,4.87,5.62,2,47,10,0.37,1.00006153324934
27787,0,26,21,0,0,0,44,104,0,1242,11,674,1354,4.71,5.46,2,62,6,0.56,1.00006153324934
28463,1,26,36,3,0,0,44,101,0,15902,20,690,1049,4.53,5.2,2,21,2,0.19,1.00006153324934
29212,1,26,45,3,0,1,44,101,1,6923,16,710,842,4.98,5.73,2,12,1,0.11,1.00006153324934
29789,1,26,56,0,0,0,44,107,0,22317,16,725,577,4.14,4.81,2,20,3,0.17,1.00006153324934
32770,1,26,28,3,0,3,44,126,0,18686,13,822,437,4.51,5.26,2,49,4,0.45,1.00006153324934
33074,0,13,36,0,0,0,22,85,0,10730,16,831,62,4.75,5.08,1,37,5,0.32,1.00006153324934
33319,0,26,54,0,0,0,44,155,0,18018,20,837,275,4.84,5.58,2,29,6,0.23,1.00006153324934
33716,1,26,51,0,0,0,44,160,0,756,17,847,298,4.99,5.74,2,23,2,0.21,1.00006153324934
34264,1,26,40,0,0,0,44,132,0,12130,13,858,456,4.69,5.44,2,50,0,0.5,1.00006153324934
34432,1,13,29,0,0,0,22,55,0,2536,18,862,1049,4.75,5.16,1,20,5,0.15,1.00006153324934
35058,1,26,53,0,0,0,44,63,0,4462,15,879,1049,4.76,5.51,2,19,0,0.19,1.00006153324934
35074,0,26,30,0,0,0,44,105,0,25767,19,880,341,4.97,5.71,2,5,1,0.04,1.00006153324934
35188,0,26,27,7,4,1,44,118,0,10776,14,883,1063,4.88,5.63,2,64,11,0.53,1.00006153324934
36091,1,26,64,0,0,0,44,100,0,30011,20,906,1287,4.85,5.52,2,50,1,0.49,1.00006153324934
36587,0,26,40,0,0,0,44,97,0,18675,19,918,942,4.58,5.33,2,30,9,0.21,1.00006153324934
36955,0,26,64,0,0,0,44,95,0,18838,22,929,1049,5.02,5.18,2,77,8,0.69,1.00006153324934
37630,0,26,32,0,0,0,44,103,0,17036,16,960,1410,4.2,4.95,2,14,0,0.14,1.00006153324934
37716,1,26,51,1,0,0,44,93,0,13183,13,962,162,4.9,5.31,2,30,4,0.26,1.00006153324934
37857,1,26,69,0,0,0,44,140,0,9589,21,965,1348,4.86,5.27,2,44,4,0.4,1.00006153324934
37957,1,26,31,0,0,0,44,90,1,17319,17,967,1049,4.98,5.72,2,23,10,0.13,1.00006153324934
37970,0,26,36,1,0,0,44,50,0,12346,16,968,1002,4.84,5,2,31,3,0.28,1.00006153324934
38256,1,26,47,0,0,0,44,172,1,2091,16,973,982,4.44,5.19,2,69,19,0.5,1.00006153324934
38948,1,26,46,0,0,0,44,125,0,14681,15,989,1049,4.41,5.16,2,21,0,0.21,1.00006153324934
